"units1","units2","units3","num_layers","dropout1","activation","final_activation","optimizer","lr","batch_size","mae","rmse","mse"
256,128,32,1,0.3,"tanh","relu","rmsprop",0.001,128,21947.2283045451,36064.0094095602,1300612774.69284
64,32,64,1,0.3,"tanh","relu","rmsprop",0.001,128,22198.7519023202,36222.5242040241,1312071259.71111
128,32,64,1,0.3,"tanh","relu","rmsprop",0.001,128,22112.944435004,36168.9650040985,1308194029.4677
256,32,64,1,0.3,"tanh","relu","rmsprop",0.001,128,21951.2156090014,36066.5912737309,1300799006.10637
64,64,64,1,0.3,"tanh","relu","rmsprop",0.001,128,22200.3427433245,36223.5161156864,1312143119.78339
128,64,64,1,0.3,"tanh","relu","rmsprop",0.001,128,22111.1239500335,36167.8179114105,1308111052.47295
256,64,64,1,0.3,"tanh","relu","rmsprop",0.001,128,21945.6573021629,36062.9922423824,1300539409.47414
64,128,64,1,0.3,"tanh","relu","rmsprop",0.001,128,22195.2798990192,36220.3659026755,1311914906.1237
128,128,64,1,0.3,"tanh","relu","rmsprop",0.001,128,22121.7674518932,36174.529455866,1308596581.35332
256,128,64,1,0.3,"tanh","relu","rmsprop",0.001,128,21944.191405094,36062.0432692635,1300470964.75423
64,32,16,1,0.2,"elu","relu","rmsprop",0.001,128,21948.0187675014,36065.2215693729,1300700206.84796
128,32,16,1,0.2,"elu","relu","rmsprop",0.001,128,21787.3805007935,35957.33644219,1292930044.01685
256,32,16,1,0.2,"elu","relu","rmsprop",0.001,128,21309.7075107459,35593.5334559226,1266899623.87788
64,64,16,1,0.2,"elu","relu","rmsprop",0.001,128,21989.0051137751,36091.4186058145,1302590496.98014
128,64,16,1,0.2,"elu","relu","rmsprop",0.001,128,21700.9972474069,35896.0566585861,1288526883.63642
256,64,16,1,0.2,"elu","relu","rmsprop",0.001,128,21275.9948735093,35564.965035424,1264866737.97093
64,128,16,1,0.2,"elu","relu","rmsprop",0.001,128,21958.914315426,36072.072963145,1301194447.85845
128,128,16,1,0.2,"elu","relu","rmsprop",0.001,128,21714.1923266324,35905.6301306863,1289214275.08165
256,128,16,1,0.2,"elu","relu","rmsprop",0.001,128,21245.2356673732,35538.6588566306,1262996273.32797
64,32,32,1,0.2,"elu","relu","rmsprop",0.001,128,22028.6860370058,36116.4761665082,1304399850.68595
128,32,32,1,0.2,"elu","relu","rmsprop",0.001,128,21744.2412497781,35926.6307276536,1290722795.44118
256,32,32,1,0.2,"elu","relu","rmsprop",0.001,128,21284.9191788182,35572.5090657119,1265403401.23015
64,64,32,1,0.2,"elu","relu","rmsprop",0.001,128,21966.0432339293,36076.6705397333,1301526157.23246
128,64,32,1,0.2,"elu","relu","rmsprop",0.001,128,21715.5016696814,35906.4569915421,1289273653.68546
256,64,32,1,0.2,"elu","relu","rmsprop",0.001,128,21249.9214828954,35542.8213603452,1263292150.25341
64,128,32,1,0.2,"elu","relu","rmsprop",0.001,128,22009.6930158211,36104.7128179666,1303550287.66784
128,128,32,1,0.2,"elu","relu","rmsprop",0.001,128,21735.5636885672,35920.6791640075,1290295191.60356
256,128,32,1,0.2,"elu","relu","rmsprop",0.001,128,21373.2514773282,35647.2015981516,1270722981.77926
64,32,64,1,0.2,"elu","relu","rmsprop",0.001,128,22060.5320634553,36136.6667520827,1305858683.95108
128,32,64,1,0.2,"elu","relu","rmsprop",0.001,128,21745.3616883249,35926.8687449049,1290739897.81362
256,32,64,1,0.2,"elu","relu","rmsprop",0.001,128,21298.7645480994,35584.7161686888,1266272024.80614
64,64,64,1,0.2,"elu","relu","rmsprop",0.001,128,22047.8298719002,36128.5890553034,1305274947.12699
128,64,64,1,0.2,"elu","relu","rmsprop",0.001,128,21706.4905039469,35899.8011851412,1288795725.13266
256,64,64,1,0.2,"elu","relu","rmsprop",0.001,128,21277.6989177357,35566.2991732299,1264961636.87969
64,128,64,1,0.2,"elu","relu","rmsprop",0.001,128,22012.4135247433,36106.5080945923,1303679926.78486
128,128,64,1,0.2,"elu","relu","rmsprop",0.001,128,21769.8796456077,35945.1933522861,1292056925.13323
256,128,64,1,0.2,"elu","relu","rmsprop",0.001,128,21302.7517353405,35587.7313292112,1266486621.16012
64,32,16,1,0.3,"elu","relu","rmsprop",0.001,128,22037.5093165311,36122.2003066472,1304813354.99355
128,32,16,1,0.3,"elu","relu","rmsprop",0.001,128,21817.7398357969,35977.5691544692,1294385482.26461
256,32,16,1,0.3,"elu","relu","rmsprop",0.001,128,21288.5018324418,35575.796799104,1265637317.89114
64,64,16,1,0.3,"elu","relu","rmsprop",0.001,128,22028.5540008545,36116.9077689927,1304431026.79393
128,64,16,1,0.3,"elu","relu","rmsprop",0.001,128,21720.7947341457,35910.0165387989,1289529287.81681
256,64,16,1,0.3,"elu","relu","rmsprop",0.001,128,21270.3962467078,35559.9607125811,1264510805.88031
64,128,16,1,0.3,"elu","relu","rmsprop",0.001,128,21958.5977942727,36071.8330108977,1301177136.76609
128,128,16,1,0.3,"elu","relu","rmsprop",0.001,128,21741.4897005486,35924.8054305314,1290591645.22154
256,128,16,1,0.3,"elu","relu","rmsprop",0.001,128,21324.4627838135,35606.2830179288,1267807390.35284
64,32,32,1,0.3,"elu","relu","rmsprop",0.001,128,21973.1830122977,36081.3847021588,1301866322.02518
128,32,32,1,0.3,"elu","relu","rmsprop",0.001,128,21844.4028905233,35996.6139054486,1295756212.65794
256,32,32,1,0.3,"elu","relu","rmsprop",0.001,128,21287.964377201,35575.114701548,1265588786.0283
64,64,32,1,0.3,"elu","relu","rmsprop",0.001,128,21994.2942358075,36094.8169120887,1302835807.9172
128,64,32,1,0.3,"elu","relu","rmsprop",0.001,128,21755.9880028927,35935.0372021997,1291326898.72348
256,64,32,1,0.3,"elu","relu","rmsprop",0.001,128,21369.9447095466,35644.8968475567,1270558671.27295
64,128,32,1,0.3,"elu","relu","rmsprop",0.001,128,21975.2676784631,36082.7088509855,1301961878.02499
128,128,32,1,0.3,"elu","relu","rmsprop",0.001,128,21740.5419133504,35924.4923448786,1290569150.23724
256,128,32,1,0.3,"elu","relu","rmsprop",0.001,128,21339.2852228338,35618.6678632873,1268689500.35518
64,32,64,1,0.3,"elu","relu","rmsprop",0.001,128,21965.4056250832,36076.352017994,1301503174.92622
128,32,64,1,0.3,"elu","relu","rmsprop",0.001,128,21749.8205067028,35930.3743190939,1290991798.7102
256,32,64,1,0.3,"elu","relu","rmsprop",0.001,128,21271.4475504557,35560.2326993092,1264530149.62902
64,64,64,1,0.3,"elu","relu","rmsprop",0.001,128,21976.1322591377,36083.3092819078,1302005208.73382
128,64,64,1,0.3,"elu","relu","rmsprop",0.001,128,21746.3626907811,35928.3862371747,1290848937.60761
256,64,64,1,0.3,"elu","relu","rmsprop",0.001,128,21365.1332573168,35640.6515361556,1270256041.92167
64,128,64,1,0.3,"elu","relu","rmsprop",0.001,128,21995.7356791641,36095.8857799298,1302912970.23774
128,128,64,1,0.3,"elu","relu","rmsprop",0.001,128,21825.0765207464,35983.1272535862,1294785446.94778
256,128,64,1,0.3,"elu","relu","rmsprop",0.001,128,21313.6098323013,35597.3999963068,1267174886.49707
64,32,16,1,0.2,"relu","relu","sgd",0.001,128,17560891869.75,17685168184.6938,3.12765173720907e+20
128,32,16,1,0.2,"relu","relu","sgd",0.001,128,80148493960.4167,81000499986.9082,6.56108099812912e+21
256,32,16,1,0.2,"relu","relu","sgd",0.001,128,1968431652.53788,1985805348.32673,3943422881443036160
64,64,16,1,0.2,"relu","relu","sgd",0.001,128,453462.728456439,457923.260925722,209693712896.847
128,64,16,1,0.2,"relu","relu","sgd",0.001,128,573353030063.205,582272802380.073,3.39041616391544e+23
256,64,16,1,0.2,"relu","relu","sgd",0.001,128,21214.7283972538,35493.6551350264,1259799554.84418
64,128,16,1,0.2,"relu","relu","sgd",0.001,128,17295674585.8712,17520921613.0971,3.06982694172295e+20
128,128,16,1,0.2,"relu","relu","sgd",0.001,128,2266223059.08333,2285167988.34846,5221992734972559360
256,128,16,1,0.2,"relu","relu","sgd",0.001,128,155672453923.568,157647903358.079,2.48528614331983e+22
64,32,32,1,0.2,"relu","relu","sgd",0.001,128,4977354314.35606,5046749281.95193,25469678314882297856
128,32,32,1,0.2,"relu","relu","sgd",0.001,128,19911234789.5076,20088933460.1315,4.03565247565591e+20
256,32,32,1,0.2,"relu","relu","sgd",0.001,128,8657886243.56818,8726023707.53741,76143489744504864768
64,64,32,1,0.2,"relu","relu","sgd",0.001,128,1729991.11079545,1750905.24878385,3065669190218.82
128,64,32,1,0.2,"relu","relu","sgd",0.001,128,9105257916164.54,9242885006089.4,8.54309232357923e+25
256,64,32,1,0.2,"relu","relu","sgd",0.001,128,28170021.0227273,28421386.8303226,807775229358833
64,128,32,1,0.2,"relu","relu","sgd",0.001,128,4000928886.96212,4048607770.47658,16391224879163381760
128,128,32,1,0.2,"relu","relu","sgd",0.001,128,9110748450750.72,9353623577449.52,8.74902740286196e+25
256,128,32,1,0.2,"relu","relu","sgd",0.001,128,428537993833.386,434215345386.212,1.88542966168867e+23
64,32,64,1,0.2,"relu","relu","sgd",0.001,128,134082312.325758,135282202.217167,18301274236726548
128,32,64,1,0.2,"relu","relu","sgd",0.001,128,143507505.689394,144504539.323161,20881561884998904
256,32,64,1,0.2,"relu","relu","sgd",0.001,128,25536066.3484848,26076216.0054212,679969041161386
64,64,64,1,0.2,"relu","relu","sgd",0.001,128,114792160501.023,115459567459.15,1.33309117178539e+22
128,64,64,1,0.2,"relu","relu","sgd",0.001,128,11916122.219697,12041046.4485143,144986799575280
256,64,64,1,0.2,"relu","relu","sgd",0.001,128,57372089371.8106,57726802612.9368,3.33238373991296e+21
64,128,64,1,0.2,"relu","relu","sgd",0.001,128,256915384.174242,260449764.954187,67834080064691224
128,128,64,1,0.2,"relu","relu","sgd",0.001,128,3819802.82575758,3866293.91556971,14948228641571.3
256,128,64,1,0.2,"relu","relu","sgd",0.001,128,520435913.386364,524077081.842338,274656787712381120
64,32,16,1,0.3,"relu","relu","sgd",0.001,128,1895730394.84091,1914876649.1843,3666752581591309824
128,32,16,1,0.3,"relu","relu","sgd",0.001,128,11131398.030303,11253539.7708828,126642157374841
256,32,16,1,0.3,"relu","relu","sgd",0.001,128,9531565161.38636,9587496020.53359,91920079943747354624
64,64,16,1,0.3,"relu","relu","sgd",0.001,128,17417784789.9924,17565932774.0852,3.08561994223681e+20
128,64,16,1,0.3,"relu","relu","sgd",0.001,128,32080444117.9924,32225771408.4584,1.03850034287022e+21
256,64,16,1,0.3,"relu","relu","sgd",0.001,128,10415130508.2955,10514046058.0026,1.105451645098e+20
64,128,16,1,0.3,"relu","relu","sgd",0.001,128,81888435.4469697,82552332.1651995,6814887545913429
128,128,16,1,0.3,"relu","relu","sgd",0.001,128,24578038509.2652,24894434686.6643,6.19732878368593e+20
256,128,16,1,0.3,"relu","relu","sgd",0.001,128,211621754194.114,213290374233.357,4.54927837406056e+22
64,32,32,1,0.3,"relu","relu","sgd",0.001,128,360527922.113636,364545701.539633,132893568511023088
128,32,32,1,0.3,"relu","relu","sgd",0.001,128,27097902.1893939,27329694.5691366,746912205242297
256,32,32,1,0.3,"relu","relu","sgd",0.001,128,37865.5849461411,41672.5912106371,1736604858.20887
64,64,32,1,0.3,"relu","relu","sgd",0.001,128,2681645763.56818,2706652095.563,7325965566415566848
128,64,32,1,0.3,"relu","relu","sgd",0.001,128,979607434143.689,992825173431.319,9.85701824998929e+23
256,64,32,1,0.3,"relu","relu","sgd",0.001,128,1352555386.35606,1370820599.49229,1879149115992413440
64,128,32,1,0.3,"relu","relu","sgd",0.001,128,212355733.265152,214581525.424823,46045231053643776
128,128,32,1,0.3,"relu","relu","sgd",0.001,128,16091757653.9924,16242540626.3921,2.63820125999996e+20
256,128,32,1,0.3,"relu","relu","sgd",0.001,128,2416314.93655303,2435782.18329521,5933034844458.37
64,32,64,1,0.3,"relu","relu","sgd",0.001,128,268999.591619318,274278.645856004,75228775572.6034
128,32,64,1,0.3,"relu","relu","sgd",0.001,128,3577199842.59848,3603038883.35124,12981889194940932096
256,32,64,1,0.3,"relu","relu","sgd",0.001,128,83489771556415728,84648205669661952,7.16531872309339e+33
64,64,64,1,0.3,"relu","relu","sgd",0.001,128,26343985.6666667,26614495.7955224,708331386449879
128,64,64,1,0.3,"relu","relu","sgd",0.001,128,240593323808641,243309215423170,5.91993743098387e+28
256,64,64,1,0.3,"relu","relu","sgd",0.001,128,16809840710.4773,16934490865.2345,2.86776980864712e+20
64,128,64,1,0.3,"relu","relu","sgd",0.001,128,51301718.5075758,51731639.2005188,2676162494372652
128,128,64,1,0.3,"relu","relu","sgd",0.001,128,3133312954.84091,3163789815.71865,1.0009565998045e+19
256,128,64,1,0.3,"relu","relu","sgd",0.001,128,71892878425.8712,72542071999.5897,5.26235220999365e+21
64,32,16,1,0.2,"tanh","relu","sgd",0.001,128,250021.022727273,251654.217330577,63329845100.2652
128,32,16,1,0.2,"tanh","relu","sgd",0.001,128,18764.8097774621,30974.6653633644,959429894.372405
256,32,16,1,0.2,"tanh","relu","sgd",0.001,128,113419.129734848,116623.375451022,13601011701.5901
64,64,16,1,0.2,"tanh","relu","sgd",0.001,128,21541.5131392045,28624.0102150956,819333960.793898
128,64,16,1,0.2,"tanh","relu","sgd",0.001,128,20035.7156594016,34361.1533567595,1180688860.00674
256,64,16,1,0.2,"tanh","relu","sgd",0.001,128,19281.2978367661,33292.5195636716,1108391858.89746
64,128,16,1,0.2,"tanh","relu","sgd",0.001,128,24727.5983664773,29419.3020040557,865495330.405838
128,128,16,1,0.2,"tanh","relu","sgd",0.001,128,51148.3013731061,55299.015282785,3057981091.24569
256,128,16,1,0.2,"tanh","relu","sgd",0.001,128,223459.757102273,225285.588395886,50753596338.8805
64,32,32,1,0.2,"tanh","relu","sgd",0.001,128,21339.1789744984,35621.0139891083,1268856637.61225
128,32,32,1,0.2,"tanh","relu","sgd",0.001,128,702024.897727273,702608.205420106,493658290323.661
256,32,32,1,0.2,"tanh","relu","sgd",0.001,128,24493.9343039773,29314.9010541654,859363423.815506
64,64,32,1,0.2,"tanh","relu","sgd",0.001,128,20019.4232806581,34341.9230275469,1179367677.22996
128,64,32,1,0.2,"tanh","relu","sgd",0.001,128,18975.8715598366,30374.6353736039,922618474.079388
256,64,32,1,0.2,"tanh","relu","sgd",0.001,128,19194.6882620147,29955.1909616994,897313465.551878
64,128,32,1,0.2,"tanh","relu","sgd",0.001,128,21138.1728284431,35446.2397476266,1256435912.24623
128,128,32,1,0.2,"tanh","relu","sgd",0.001,128,27074.0282907197,30764.9616310584,946482864.160498
256,128,32,1,0.2,"tanh","relu","sgd",0.001,128,25353.2253639915,29729.3047698444,883831562.098296
64,32,64,1,0.2,"tanh","relu","sgd",0.001,128,23852.7565696023,29065.1181896468,844781095.378137
128,32,64,1,0.2,"tanh","relu","sgd",0.001,128,20483.8512221828,34842.8394831854,1214023463.25102
256,32,64,1,0.2,"tanh","relu","sgd",0.001,128,61537.6022727273,65842.2049722666,4335195955.60997
64,64,64,1,0.2,"tanh","relu","sgd",0.001,128,20474.6167676521,34833.6970198045,1213386448.06754
128,64,64,1,0.2,"tanh","relu","sgd",0.001,128,117589.439867424,120732.793171405,14576407346.9693
256,64,64,1,0.2,"tanh","relu","sgd",0.001,128,20773.2354301684,35115.4466082326,1233094590.49563
64,128,64,1,0.2,"tanh","relu","sgd",0.001,128,68806.0989583333,73026.6371810845,5332889737.97775
128,128,64,1,0.2,"tanh","relu","sgd",0.001,128,19418.9485751065,33518.5173700239,1123491006.68459
256,128,64,1,0.2,"tanh","relu","sgd",0.001,128,19559.8732022372,29477.4222074976,868918419.99907
64,32,16,1,0.3,"tanh","relu","sgd",0.001,128,18818.4780125473,32233.212467832,1038979985.9964
128,32,16,1,0.3,"tanh","relu","sgd",0.001,128,18941.3188661518,32594.5640574689,1062405606.09645
256,32,16,1,0.3,"tanh","relu","sgd",0.001,128,104289.03030303,107660.429232132,11590768022.447
64,64,16,1,0.3,"tanh","relu","sgd",0.001,128,42736.0079308712,46305.666571523,2144214756.63307
128,64,16,1,0.3,"tanh","relu","sgd",0.001,128,24641.9948508523,29380.2346893659,863198190.402218
256,64,16,1,0.3,"tanh","relu","sgd",0.001,128,20486.6751302083,34845.6365657844,1214218387.67473
64,128,16,1,0.3,"tanh","relu","sgd",0.001,128,22282.9772727273,36274.8448764513,1315864370.81061
128,128,16,1,0.3,"tanh","relu","sgd",0.001,128,20677.0239572236,35028.0793554812,1226966343.33389
256,128,16,1,0.3,"tanh","relu","sgd",0.001,128,86677.6742424242,90310.2257442392,8155936873.97545
64,32,32,1,0.3,"tanh","relu","sgd",0.001,128,363671.272727273,364796.008615429,133076127901.748
128,32,32,1,0.3,"tanh","relu","sgd",0.001,128,125586.56344697,128635.840784684,16547179534.3827
256,32,32,1,0.3,"tanh","relu","sgd",0.001,128,899428085.022727,899428085.478202,808970880946983552
64,64,32,1,0.3,"tanh","relu","sgd",0.001,128,21834.5036789865,35990.3982667013,1295308767.39577
128,64,32,1,0.3,"tanh","relu","sgd",0.001,128,20533.3274739583,28784.9503591726,828573367.180031
256,64,32,1,0.3,"tanh","relu","sgd",0.001,128,1288922.27272727,1289240.07012934,1662139958427.11
64,128,32,1,0.3,"tanh","relu","sgd",0.001,128,22040.9976744218,36123.5212120266,1304908784.75574
128,128,32,1,0.3,"tanh","relu","sgd",0.001,128,192296.991477273,194415.704679133,37797466225.884
256,128,32,1,0.3,"tanh","relu","sgd",0.001,128,1801125.77272727,1801353.20869537,3244873382477.09
64,32,64,1,0.3,"tanh","relu","sgd",0.001,128,20517.9818910541,34876.6915761158,1216383615.29551
128,32,64,1,0.3,"tanh","relu","sgd",0.001,128,20018.9779126716,34341.4040025926,1179332028.86928
256,32,64,1,0.3,"tanh","relu","sgd",0.001,128,83706.7727272727,87409.8392143326,7640479991.47548
64,64,64,1,0.3,"tanh","relu","sgd",0.001,128,19342.5339725379,29728.6794785676,883794383.539405
128,64,64,1,0.3,"tanh","relu","sgd",0.001,128,22282.9772727273,36274.8448764513,1315864370.81061
256,64,64,1,0.3,"tanh","relu","sgd",0.001,128,19263.6118644946,33261.223221029,1106308970.15912
64,128,64,1,0.3,"tanh","relu","sgd",0.001,128,23372.8428030303,28912.9292777469,835957479.419996
128,128,64,1,0.3,"tanh","relu","sgd",0.001,128,253105.053977273,254718.47526929,64881501643.5119
256,128,64,1,0.3,"tanh","relu","sgd",0.001,128,22282.9772727273,36274.8448764513,1315864370.81061
64,32,16,1,0.2,"elu","relu","sgd",0.001,128,464672859.204545,471270039.388081,222095450024843552
128,32,16,1,0.2,"elu","relu","sgd",0.001,128,22975940503.9318,23282853872.7917,5.42091284461774e+20
256,32,16,1,0.2,"elu","relu","sgd",0.001,128,423487461.143939,428264677.380455,183410633891785120
64,64,16,1,0.2,"elu","relu","sgd",0.001,128,17208528.3484848,17433206.1620834,303916677089704
128,64,16,1,0.2,"elu","relu","sgd",0.001,128,1521750996.53788,1535998262.61098,2359290662743962112
256,64,16,1,0.2,"elu","relu","sgd",0.001,128,23169635786066.1,23318100316776.7,5.43733802383262e+26
64,128,16,1,0.2,"elu","relu","sgd",0.001,128,6897552727.93182,6998445850.17155,48978244317783449600
128,128,16,1,0.2,"elu","relu","sgd",0.001,128,967054311.689394,978410054.243932,957286234245613312
256,128,16,1,0.2,"elu","relu","sgd",0.001,128,28262038749.75,28512022810.5216,8.12935444747702e+20
64,32,32,1,0.2,"elu","relu","sgd",0.001,128,1794779.00094697,1812362.8382839,3284659057592.47
128,32,32,1,0.2,"elu","relu","sgd",0.001,128,6828572.9469697,6863335.81802784,47105378551023.9
256,32,32,1,0.2,"elu","relu","sgd",0.001,128,267356397.810606,270796447.965317,73330716230632512
64,64,32,1,0.2,"elu","relu","sgd",0.001,128,22282.9772727273,36274.8448764513,1315864370.81061
128,64,32,1,0.2,"elu","relu","sgd",0.001,128,558787912.901515,563717612.39452,317777546523778432
256,64,32,1,0.2,"elu","relu","sgd",0.001,128,76355696109.2652,77416839096.1029,5.99336697563189e+21
64,128,32,1,0.2,"elu","relu","sgd",0.001,128,12575608828583.4,12805494385757.4,1.63980686463664e+26
128,128,32,1,0.2,"elu","relu","sgd",0.001,128,27084060.3560606,27244112.8051166,742241682537919
256,128,32,1,0.2,"elu","relu","sgd",0.001,128,25315590.219697,25612100.9463476,655979714885900
64,32,64,1,0.2,"elu","relu","sgd",0.001,128,673404244.780303,683382675.456627,467011881114257728
128,32,64,1,0.2,"elu","relu","sgd",0.001,128,22282.9772727273,36274.8448764513,1315864370.81061
256,32,64,1,0.2,"elu","relu","sgd",0.001,128,8527991.39393939,8596590.04390134,73901360382903.6
64,64,64,1,0.2,"elu","relu","sgd",0.001,128,169481894.840909,172042223.844184,29598526785252480
128,64,64,1,0.2,"elu","relu","sgd",0.001,128,24266.7713216146,29245.3176842609,855288606.453342
256,64,64,1,0.2,"elu","relu","sgd",0.001,128,122967318237615,124831584453922,1.55829244772766e+28
64,128,64,1,0.2,"elu","relu","sgd",0.001,128,13359215434.3561,13553394402.3631,1.83694499826008e+20
128,128,64,1,0.2,"elu","relu","sgd",0.001,128,624406206.962121,630834433.234428,397952082154201664
256,128,64,1,0.2,"elu","relu","sgd",0.001,128,20569559533.2652,20853488818.1183,4.34867995887386e+20
64,32,16,1,0.3,"elu","relu","sgd",0.001,128,352179640.416667,354784170.309831,125871807502435152
128,32,16,1,0.3,"elu","relu","sgd",0.001,128,50946644.8106061,51442137.0987019,2646293469281641
256,32,16,1,0.3,"elu","relu","sgd",0.001,128,23327493652.053,23542740250.775,5.54260618515464e+20
64,64,16,1,0.3,"elu","relu","sgd",0.001,128,43642155.3257576,44120916.0169709,1946655230176596
128,64,16,1,0.3,"elu","relu","sgd",0.001,128,202321795.083333,203959346.519806,41599415032786320
256,64,16,1,0.3,"elu","relu","sgd",0.001,128,394689406.840909,397051249.323195,157649694589109632
64,128,16,1,0.3,"elu","relu","sgd",0.001,128,372025.458925189,377147.900085824,142240538539.147
128,128,16,1,0.3,"elu","relu","sgd",0.001,128,2116493483.32576,2144907004.19323,4600626056637178880
256,128,16,1,0.3,"elu","relu","sgd",0.001,128,219655588829.75,222011483563.981,4.92890988342799e+22
64,32,32,1,0.3,"elu","relu","sgd",0.001,128,58421253.9621212,58860710.3748637,3464583225833588
128,32,32,1,0.3,"elu","relu","sgd",0.001,128,83142315.5378788,83687597.8988804,7003614042084686
256,32,32,1,0.3,"elu","relu","sgd",0.001,128,1468818589.75,1480938199.68484,2193177951285768448
64,64,32,1,0.3,"elu","relu","sgd",0.001,128,136130.139204545,140113.727276479,19631856571.3075
128,64,32,1,0.3,"elu","relu","sgd",0.001,128,12018437892.5379,12129100231.1961,1.47115072418401e+20
256,64,32,1,0.3,"elu","relu","sgd",0.001,128,7268561.68939394,7349277.86377295,54011885118943
64,128,32,1,0.3,"elu","relu","sgd",0.001,128,33194544.6136364,33570943.8656669,1127008272031755
128,128,32,1,0.3,"elu","relu","sgd",0.001,128,358969813.386364,362091580.518114,131110312682105648
256,128,32,1,0.3,"elu","relu","sgd",0.001,128,5667718297224.42,5713374451418.45,3.26426476221211e+25
64,32,64,1,0.3,"elu","relu","sgd",0.001,128,4476595396418.6,4598006101451.73,2.11416601089873e+25
128,32,64,1,0.3,"elu","relu","sgd",0.001,128,4618564.29545455,4667595.612595,21786448802716.1
256,32,64,1,0.3,"elu","relu","sgd",0.001,128,6706168.36174242,6761198.85263703,45713809924900.3
64,64,64,1,0.3,"elu","relu","sgd",0.001,128,495066861.992424,499944366.810841,249944369905892704
128,64,64,1,0.3,"elu","relu","sgd",0.001,128,18172736.3636364,18270757.5641307,333820581967240
256,64,64,1,0.3,"elu","relu","sgd",0.001,128,55253421.2045455,56374771.0724496,3178114813471104
64,128,64,1,0.3,"elu","relu","sgd",0.001,128,72480064.8712121,73438106.064059,5393155422275982
128,128,64,1,0.3,"elu","relu","sgd",0.001,128,1179068978.59848,1193927480.71025,1425462829195120384
256,128,64,1,0.3,"elu","relu","sgd",0.001,128,613766729.871212,621794696.665918,386628644801861440
64,32,16,2,0.2,"relu","relu","adam",0.001,128,22266.0308008122,36264.4741134623,1315112082.72598
128,32,16,2,0.2,"relu","relu","adam",0.001,128,22224.2044302622,36238.4403429987,1313224558.49307
256,32,16,2,0.2,"relu","relu","adam",0.001,128,22226.8395481399,36239.9356759789,1313332937.79909
64,64,16,2,0.2,"relu","relu","adam",0.001,128,22256.3053385995,36258.4192302438,1314672965.07611
128,64,16,2,0.2,"relu","relu","adam",0.001,128,22246.4591079914,36252.201324272,1314222100.85555
256,64,16,2,0.2,"relu","relu","adam",0.001,128,22110.5428198034,36167.4013885276,1308080923.19887
64,128,16,2,0.2,"relu","relu","adam",0.001,128,22193.7701578718,36219.3513338032,1311841411.04147
128,128,16,2,0.2,"relu","relu","adam",0.001,128,22198.5034569827,36222.1785135061,1312046216.2643
256,128,16,2,0.2,"relu","relu","adam",0.001,128,22020.9502051382,36110.7760908592,1303988149.88417
64,32,32,2,0.2,"relu","relu","adam",0.001,128,22271.9237471819,36268.0664749638,1315372645.83239
128,32,32,2,0.2,"relu","relu","adam",0.001,128,22259.0301702601,36259.9864877553,1314786620.0922
256,32,32,2,0.2,"relu","relu","adam",0.001,128,22151.023302136,36192.9530745223,1309929852.25457
64,64,32,2,0.2,"relu","relu","adam",0.001,128,22204.4893148596,36226.4742493025,1312357436.53538
128,64,32,2,0.2,"relu","relu","adam",0.001,128,22240.8634035371,36248.6911696841,1313967611.51513
256,64,32,2,0.2,"relu","relu","adam",0.001,128,22221.4466296109,36236.7755774856,1313103904.25306
64,128,32,2,0.2,"relu","relu","adam",0.001,128,22186.0603146698,36214.7546641616,1311508455.38541
128,128,32,2,0.2,"relu","relu","adam",0.001,128,22153.184047988,36194.5546558421,1310045786.73474
256,128,32,2,0.2,"relu","relu","adam",0.001,128,22131.8090084538,36181.0224716491,1309066387.09398
64,32,64,2,0.2,"relu","relu","adam",0.001,128,22231.4625526197,36243.0491252418,1313558609.89469
128,32,64,2,0.2,"relu","relu","adam",0.001,128,22164.9029821916,36201.5005257755,1310548640.31772
256,32,64,2,0.2,"relu","relu","adam",0.001,128,22160.734767278,36198.7682953193,1310350826.09821
64,64,64,2,0.2,"relu","relu","adam",0.001,128,22242.9743550185,36249.9131094841,1314056200.44515
128,64,64,2,0.2,"relu","relu","adam",0.001,128,22134.0542521621,36182.3619950877,1309163319.54356
256,64,64,2,0.2,"relu","relu","adam",0.001,128,22238.8928781423,36247.3424531267,1313869834.91424
64,128,64,2,0.2,"relu","relu","adam",0.001,128,22235.1306016806,36245.1357322309,1313709864.24784
128,128,64,2,0.2,"relu","relu","adam",0.001,128,22182.0092287931,36211.8028923768,1311294668.71635
256,128,64,2,0.2,"relu","relu","adam",0.001,128,22189.8060785351,36216.8929330653,1311663333.72512
64,32,16,2,0.3,"relu","relu","adam",0.001,128,22248.8988326246,36253.7327121581,1314333135.5646
128,32,16,2,0.3,"relu","relu","adam",0.001,128,22223.5308589935,36237.9272341453,1313187370.22721
256,32,16,2,0.3,"relu","relu","adam",0.001,128,22248.1616564086,36253.1753495485,1314292722.92511
64,64,16,2,0.3,"relu","relu","adam",0.001,128,22145.1995351965,36189.3281193877,1309667469.7327
128,64,16,2,0.3,"relu","relu","adam",0.001,128,22162.7014112184,36200.2391333613,1310457313.31254
256,64,16,2,0.3,"relu","relu","adam",0.001,128,22147.5009717074,36190.4023302023,1309745220.82192
64,128,16,2,0.3,"relu","relu","adam",0.001,128,22249.6062969728,36254.1268364126,1314361712.67069
128,128,16,2,0.3,"relu","relu","adam",0.001,128,22219.236037341,36235.0485945269,1312978746.64772
